iter	RMSE
1664	3125.497537
1665	3124.889725
1666	3124.287809
1667	3123.462798
1668	3122.824777
1669	3122.571958
1670	3122.071011
1671	3121.930671
1672	3121.030996
1673	3120.611737
1674	3120.298636
1675	3119.851858
1676	3119.03145
1677	3118.51466
1678	3118.19996
1679	3117.471014
1680	3116.588587
1681	3115.900085
1682	3115.344486
1683	3114.511089
1684	3113.625984
1685	3113.102543
1686	3111.940711
1687	3111.232005
1688	3110.568299
1689	3109.758509
1690	3109.210918
1691	3108.739439
1692	3108.3277
1693	3107.99044
1694	3107.358525
1695	3106.913164
1696	3106.366037
1697	3105.911255
1698	3105.334477
1699	3104.914827
1700	3104.554639
1701	3104.017839
1702	3103.420304
1703	3102.996557
1704	3102.461351
1705	3101.948067
1706	3101.08183
1707	3100.721777
1708	3099.86112
1709	3099.253185
1710	3098.876859
1711	3098.460805
1712	3097.950951
1713	3097.472433
1714	3097.004226
1715	3096.258647
1716	3095.97181
1717	3095.463219
1718	3095.031246
1719	3094.636178
1720	3093.672785
1721	3093.289242
1722	3092.719329
1723	3092.283974
1724	3091.739348
1725	3091.503909
1726	3091.047502
1727	3090.726333
1728	3089.768738
1729	3088.716527
1730	3087.885824
1731	3087.13109
1732	3086.526975
1733	3085.741087
1734	3085.516818
1735	3084.986874
1736	3084.330078
1737	3083.635634
1738	3082.812091
1739	3082.172046
1740	3081.377335
1741	3080.871729
1742	3080.405843
1743	3079.879803
1744	3079.651032
1745	3079.130284
1746	3078.783016
1747	3078.178772
1748	3077.638928
1749	3077.226179
1750	3076.922446
1751	3076.584037
1752	3075.843646
1753	3075.254884
1754	3074.836434
1755	3074.423852
1756	3073.563958
1757	3072.947424
1758	3072.598754
1759	3072.163651
1760	3071.884652
1761	3071.062668
1762	3070.848583
1763	3070.157852
1764	3069.707197
1765	3069.293441
1766	3068.976942
1767	3068.652274
1768	3067.991863
1769	3067.547526
1770	3067.187303
1771	3066.555962
1772	3066.257402
1773	3066.128952
1774	3065.485346
1775	3065.093854
1776	3064.873144
1777	3064.101363
1778	3063.727658
1779	3063.337048
1780	3062.943658
1781	3062.158108
1782	3061.745288
1783	3061.368127
1784	3061.019873
1785	3060.429496
1786	3059.84219
1787	3059.487825
1788	3059.063086
1789	3058.632911
1790	3057.868792
1791	3057.515511
1792	3057.045619
1793	3056.398651
1794	3055.449861
1795	3054.807885
1796	3054.606324
1797	3054.022664
1798	3053.611471
1799	3053.119196
1800	3052.833567
1801	3051.967584
1802	3051.09112
1803	3050.691039
1804	3050.521728
1805	3050.179222
1806	3049.216503
1807	3048.721338
1808	3047.802662
1809	3047.285405
1810	3046.381923
1811	3045.800334
1812	3045.352618
1813	3044.776974
1814	3044.146668
1815	3043.834682
1816	3043.122873
1817	3042.651608
1818	3041.868523
1819	3041.662125
1820	3041.170228
1821	3040.140489
1822	3039.33304
1823	3038.658647
1824	3038.342021
1825	3037.918457
1826	3037.596641
1827	3037.071745
1828	3036.501528
1829	3036.184231
1830	3035.532745
1831	3035.145217
1832	3034.592766
1833	3034.088084
1834	3032.976913
1835	3032.522012
1836	3032.346303
1837	3031.998653
1838	3031.591198
1839	3030.90015
1840	3030.557235
1841	3030.12926
1842	3029.226905
1843	3028.766687
1844	3028.430603
1845	3027.946092
1846	3027.523697
1847	3026.871055
1848	3025.996045
1849	3025.781851
1850	3025.55988
1851	3025.242035
1852	3024.597444
1853	3024.104429
1854	3023.804345
1855	3023.194949
1856	3022.826949
1857	3022.356458
1858	3021.792417
1859	3021.230315
1860	3020.529144
1861	3020.290148
1862	3020.025573
1863	3019.595648
1864	3019.298185
1865	3018.999869
1866	3018.773361
1867	3018.489393
1868	3018.007246
1869	3017.482447
1870	3017.083465
1871	3016.772462
1872	3016.491479
1873	3016.062279
1874	3015.344847
1875	3014.471721
1876	3013.974284
1877	3013.717612
1878	3012.68989
1879	3012.24448
1880	3011.975788
1881	3011.677089
1882	3011.382412
1883	3010.732303
1884	3010.352422
1885	3009.585675
1886	3009.065929
1887	3008.852522
1888	3008.299615
1889	3007.4498
1890	3007.132406
1891	3006.217457
1892	3005.478519
1893	3005.111336
1894	3004.565376
1895	3003.954265
1896	3003.606287
1897	3002.926872
1898	3002.660623
1899	3002.149932
1900	3001.821073
1901	3001.416876
1902	3001.109082
1903	3000.394001
1904	2999.902292
1905	2999.122813
1906	2998.820226
1907	2998.29337
1908	2997.81324
1909	2996.998894
1910	2996.549452
1911	2996.135463
1912	2995.813994
1913	2995.570584
1914	2995.236067
1915	2994.770431
1916	2994.246693
1917	2993.825123
1918	2993.534137
1919	2993.038575
1920	2992.250782
1921	2991.801927
1922	2991.351567
1923	2990.931213
1924	2990.370452
1925	2990.02263
1926	2989.405497
1927	2988.927514
1928	2988.666927
1929	2987.965073
1930	2987.771129
1931	2986.677945
1932	2986.524248
1933	2985.805841
1934	2985.611131
1935	2984.919348
1936	2984.132732
1937	2983.839196
1938	2983.59212
1939	2982.884471
1940	2982.430351
1941	2981.921315
1942	2981.484764
1943	2980.880235
1944	2980.35624
1945	2980.21944
1946	2979.668176
1947	2979.398733
1948	2978.965274
1949	2978.514457
1950	2978.206511
1951	2977.688742
1952	2976.926312
1953	2976.55148
1954	2976.014692
1955	2975.351252
1956	2974.812813
1957	2973.988722
1958	2973.108426
1959	2972.929123
1960	2972.62854
1961	2971.631484
1962	2971.09324
1963	2970.686221
1964	2970.30059
1965	2969.825571
1966	2969.599954
1967	2969.020038
1968	2968.698628
1969	2968.206327
1970	2967.937773
1971	2967.523335
1972	2967.254358
1973	2967.088302
1974	2966.624535
1975	2966.081699
1976	2965.903658
1977	2965.347378
1978	2964.615347
1979	2964.100875
1980	2963.716783
1981	2963.39117
1982	2963.06001
1983	2962.867214
1984	2962.145988
1985	2961.67941
1986	2960.848648
1987	2960.482125
1988	2959.741178
1989	2959.490984
1990	2958.655147
1991	2957.954228
1992	2957.326942
1993	2956.954284
1994	2956.498943
1995	2955.634926
1996	2955.269249
1997	2955.036253
1998	2954.411333
1999	2953.9752
